image_id,image_path,group,subgroup,event_name,image_caption,image_tags
img_01616,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0423.jpg,College,trips,dandeli (11 sep 25),two men standing next to each other in front of a house,"men standing, standing house, standing, house, men"
img_01617,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0425.jpg,College,trips,dandeli (11 sep 25),a man and a woman posing for a picture,"posing picture, posing, woman posing, man woman, picture"
img_01618,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0427.jpg,College,trips,dandeli (11 sep 25),a man walking down the street with a frisbee,"street frisbee, man walking, frisbee, walking street, walking"
img_01619,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0429.jpg,College,trips,dandeli (11 sep 25),a person walking down a sidewalk with an umbrella,"sidewalk umbrella, person walking, walking sidewalk, umbrella, sidewalk"
img_01620,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0431.jpg,College,trips,dandeli (11 sep 25),two people walking down a street with an elephant,"street elephant, elephant, people walking, walking street, walking"
img_01621,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0433.jpg,College,trips,dandeli (11 sep 25),a car parked on the side of a road next to palm trees,"car parked, parked road, road palm, parked, palm trees"
img_01622,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0435.jpg,College,trips,dandeli (11 sep 25),a truck parked in the middle of a field,"truck parked, parked middle, parked, truck, middle field"
img_01623,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0437.jpg,College,trips,dandeli (11 sep 25),a view from a vehicle of a mountain range,"view vehicle, vehicle mountain, mountain range, mountain, vehicle"
img_01624,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0441.jpg,College,trips,dandeli (11 sep 25),people walking down a dirt road,"walking dirt, people walking, dirt road, dirt, walking"
img_01625,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0445.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a river,"men standing, near river, river, men, standing near"
img_01626,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0446.jpg,College,trips,dandeli (11 sep 25),a man standing next to a pile of logs,"pile logs, man standing, standing pile, logs, standing"
img_01627,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0448.jpg,College,trips,dandeli (11 sep 25),a row of wooden benches next to a body of water,"wooden benches, benches, benches body, row wooden, body water"
img_01628,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0450.jpg,College,trips,dandeli (11 sep 25),a blurry photo of a train station at night,"photo train, train station, station night, blurry photo, blurry"
img_01629,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0452.jpg,College,trips,dandeli (11 sep 25),a person walking down a path with a horse,"path horse, person walking, walking path, horse, walking"
img_01630,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0455.jpg,College,trips,dandeli (11 sep 25),three men and two women posing for a picture in front of a river,"picture river, women posing, posing picture, posing, river"
img_01631,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0457.jpg,College,trips,dandeli (11 sep 25),a man standing next to a body of water,"man standing, standing body, standing, body water, water"
img_01632,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0466.jpg,College,trips,dandeli (11 sep 25),a fire hydrant is lit up with candles,"lit candles, candles, hydrant lit, hydrant, lit"
img_01633,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0469.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a lake holding a surfboard,"holding surfboard, lake holding, standing lake, surfboard, man standing"
img_01634,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0471.jpg,College,trips,dandeli (11 sep 25),a man standing next to a body of water,"man standing, standing body, standing, body water, water"
img_01635,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0472.jpg,College,trips,dandeli (11 sep 25),a man in a yellow shirt standing in front of some water,"man yellow, standing water, yellow shirt, shirt standing, yellow"
img_01636,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0480.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01637,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0482.jpg,College,trips,dandeli (11 sep 25),three men posing for a picture in front of a body of water,"men posing, posing, posing picture, body water, men"
img_01638,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0483.jpg,College,trips,dandeli (11 sep 25),a man standing next to a pile of watermelons,"pile watermelons, watermelons, man standing, standing pile, standing"
img_01639,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0487.jpg,College,trips,dandeli (11 sep 25),a man with a beard is standing in a grassy area,"beard standing, standing grassy, man beard, grassy area, beard"
img_01640,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0488.jpg,College,trips,dandeli (11 sep 25),men standing next to each other on a body of water,"men standing, men, standing, standing body, body water"
img_01641,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0489.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a bunch of green and yellow water,"man standing, yellow water, standing, green yellow, water"
img_01642,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0494.jpg,College,trips,dandeli (11 sep 25),a man standing on top of a body of water,"man standing, standing body, standing, body water, water"
img_01643,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0495.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other in front of a body of water,"men standing, men, standing, body water, standing body"
img_01644,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0496.jpg,College,trips,dandeli (11 sep 25),a man and a woman standing next to a river,"standing river, river, man woman, woman standing, standing"
img_01645,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0497.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a body of water,"men standing, men, standing near, standing, body water"
img_01646,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0498.jpg,College,trips,dandeli (11 sep 25),a man standing next to a bunch of watermelons,"watermelons, bunch watermelons, man standing, standing, standing bunch"
img_01647,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0499.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a body of water,"men standing, men, standing near, standing, body water"
img_01648,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0502.jpg,College,trips,dandeli (11 sep 25),two people walking down a dirt road,"walking dirt, dirt road, people walking, dirt, road"
img_01649,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0503.jpg,College,trips,dandeli (11 sep 25),a man standing next to a pile of logs next to a river,"logs river, man standing, pile logs, standing pile, logs"
img_01650,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0507.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a body of water,"men standing, men, standing near, standing, body water"
img_01651,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0511.jpg,College,trips,dandeli (11 sep 25),men standing next to each other on a body of water,"men standing, men, standing, standing body, body water"
img_01652,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0517.jpg,College,trips,dandeli (11 sep 25),a park bench near a body of water,"park bench, bench near, park, bench, body water"
img_01653,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0518.jpg,College,trips,dandeli (11 sep 25),a person walking down a road with a dog,"road dog, person walking, walking road, walking, dog"
img_01654,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0520.jpg,College,trips,dandeli (11 sep 25),a black and white photo of a train on a track,"train track, photo train, track, train, white photo"
img_01655,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0521.jpg,College,trips,dandeli (11 sep 25),three men and two women standing next to a lake,"standing lake, lake, women standing, men women, standing"
img_01656,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0522.jpg,College,trips,dandeli (11 sep 25),a man and a woman standing next to a dirt road,"dirt road, standing dirt, man woman, road, dirt"
img_01657,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0523.jpg,College,trips,dandeli (11 sep 25),a woman standing next to a bunch of watermelons,"watermelons, bunch watermelons, woman standing, standing, woman"
img_01658,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0524.jpg,College,trips,dandeli (11 sep 25),a pool of water with a blue sky,"blue sky, water blue, pool water, pool, sky"
img_01659,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0526.jpg,College,trips,dandeli (11 sep 25),a pool of water with a blue sky,"blue sky, water blue, pool water, pool, sky"
img_01660,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0527.jpg,College,trips,dandeli (11 sep 25),a man standing in the water holding a bunch of bananas,"bunch bananas, bananas, man standing, water holding, standing water"
img_01661,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0529.jpg,College,trips,dandeli (11 sep 25),a man standing in the water holding a bunch of bananas,"bunch bananas, bananas, man standing, water holding, standing water"
img_01662,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0531.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01663,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0533.jpg,College,trips,dandeli (11 sep 25),two people walking down a dirt road with a horse,"road horse, walking dirt, horse, dirt road, people walking"
img_01664,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0535.jpg,College,trips,dandeli (11 sep 25),a person walking down a dirt road next to a fence,"person walking, road fence, walking dirt, fence, dirt road"
img_01665,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0537.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01666,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0538.jpg,College,trips,dandeli (11 sep 25),two people walking down a dirt road with a horse,"road horse, walking dirt, horse, dirt road, people walking"
img_01667,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0539.jpg,College,trips,dandeli (11 sep 25),men standing next to each other,"men standing, men, standing"
img_01668,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0541.jpg,College,trips,dandeli (11 sep 25),a person walking down a dirt road next to a fence,"person walking, road fence, walking dirt, fence, dirt road"
img_01669,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0542.jpg,College,trips,dandeli (11 sep 25),a man is lighting candles on a fire pit,"lighting candles, candles pit, man lighting, candles, lighting"
img_01670,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0544.jpg,College,trips,dandeli (11 sep 25),a person standing in the water with a backpack,"water backpack, standing water, person standing, backpack, standing"
img_01671,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0546.jpg,College,trips,dandeli (11 sep 25),a man is lighting candles on a fire pit,"lighting candles, candles pit, man lighting, candles, lighting"
img_01672,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0547.jpg,College,trips,dandeli (11 sep 25),a pool with lights and a fountain in the middle of it,"pool lights, lights fountain, fountain, pool, fountain middle"
img_01673,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0549.jpg,College,trips,dandeli (11 sep 25),a pool with a pool table and chairs in it,"pool table, pool pool, pool, table chairs, chairs"
img_01674,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0551.jpg,College,trips,dandeli (11 sep 25),men standing next to each other,"men standing, men, standing"
img_01675,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0552.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a lake holding a surfboard,"holding surfboard, lake holding, standing lake, surfboard, man standing"
img_01676,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0553.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01677,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0556.jpg,College,trips,dandeli (11 sep 25),a pool with lights and a fountain in the middle of it,"pool lights, lights fountain, fountain, pool, fountain middle"
img_01678,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0557.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a paddle,"holding paddle, river holding, paddle, man standing, middle river"
img_01679,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0559.jpg,College,trips,dandeli (11 sep 25),a room with a wall covered in graffiti,"room wall, covered graffiti, wall covered, graffiti, wall"
img_01680,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0560.jpg,College,trips,dandeli (11 sep 25),a pool with a pool table and chairs in it,"pool table, pool pool, pool, table chairs, chairs"
img_01681,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0562.jpg,College,trips,dandeli (11 sep 25),a man and a woman playing a game of tennis,"game tennis, tennis, woman playing, man woman, playing game"
img_01682,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0563.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01683,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0566.jpg,College,trips,dandeli (11 sep 25),a person standing in the water with a backpack,"water backpack, standing water, person standing, backpack, standing"
img_01684,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0569.jpg,College,trips,dandeli (11 sep 25),people walking down a dirt road,"walking dirt, people walking, dirt road, dirt, walking"
img_01685,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0571.jpg,College,trips,dandeli (11 sep 25),a person walking down a path with a backpack,"person walking, path backpack, walking path, walking, backpack"
img_01686,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0573.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a paddle,"holding paddle, river holding, paddle, man standing, middle river"
img_01687,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0574.jpg,College,trips,dandeli (11 sep 25),a room with a wall covered in graffiti,"room wall, covered graffiti, wall covered, graffiti, wall"
img_01688,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0575.jpg,College,trips,dandeli (11 sep 25),a man and a woman playing a game of tennis,"game tennis, tennis, woman playing, man woman, playing game"
img_01689,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0576.jpg,College,trips,dandeli (11 sep 25),people walking down a dirt road,"walking dirt, people walking, dirt road, dirt, walking"
img_01690,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0579.jpg,College,trips,dandeli (11 sep 25),a car is parked on the side of a road,"car parked, parked road, parked, car, road"
img_01691,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0580.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a body of water,"men standing, men, standing near, standing, body water"
img_01692,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0581.jpg,College,trips,dandeli (11 sep 25),a person walking down a path with a horse,"path horse, person walking, walking path, horse, walking"
img_01693,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0582.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a lake holding a surfboard,"holding surfboard, lake holding, standing lake, surfboard, man standing"
img_01694,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0586.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01695,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0587.jpg,College,trips,dandeli (11 sep 25),a man standing in the middle of a river holding a surfboard,"holding surfboard, surfboard, river holding, man standing, middle river"
img_01696,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0588.jpg,College,trips,dandeli (11 sep 25),a man standing next to a group of animals on a dirt road,"animals dirt, group animals, dirt road, man standing, animals"
img_01697,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0590.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a river,"men standing, near river, river, men, standing near"
img_01698,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0592.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a body of water,"men standing, men, standing near, standing, body water"
img_01699,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0593.jpg,College,trips,dandeli (11 sep 25),a car is parked on the side of a road,"car parked, parked road, parked, car, road"
img_01700,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0595.jpg,College,trips,dandeli (11 sep 25),a man standing next to a group of animals on a dirt road,"animals dirt, group animals, dirt road, man standing, animals"
img_01701,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0596.jpg,College,trips,dandeli (11 sep 25),two men standing next to each other near a body of water,"men standing, standing near, men, standing, body water"
img_01702,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0599.jpg,College,trips,dandeli (11 sep 25),three men and two women posing for a picture,"women posing, posing, posing picture, men women, men"
img_01703,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0601.jpg,College,trips,dandeli (11 sep 25),a person walking down a path with a backpack,"person walking, path backpack, walking path, walking, backpack"
img_01704,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0602.jpg,College,trips,dandeli (11 sep 25),a person walking down a path with a horse,"path horse, person walking, walking path, horse, walking"
img_01705,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0603.jpg,College,trips,dandeli (11 sep 25),three men standing next to each other near a river,"men standing, near river, river, men, standing near"
img_01706,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0604.jpg,College,trips,dandeli (11 sep 25),two men standing next to each other near a body of water,"men standing, standing near, men, standing, body water"
img_01707,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0605.jpg,College,trips,dandeli (11 sep 25),a man standing next to a body of water,"man standing, standing body, standing, body water, water"
img_01708,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0606.jpg,College,trips,dandeli (11 sep 25),people walking down a dirt road,"walking dirt, people walking, dirt road, dirt, walking"
img_01709,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0609.jpg,College,trips,dandeli (11 sep 25),three men and two women posing for a picture,"women posing, posing, posing picture, men women, men"
img_01710,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0610.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a lake with a boat,"standing lake, lake boat, man standing, lake, boat"
img_01711,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0612.jpg,College,trips,dandeli (11 sep 25),people walking down a dirt road,"walking dirt, people walking, dirt road, dirt, walking"
img_01712,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0613.jpg,College,trips,dandeli (11 sep 25),a man standing next to a body of water,"man standing, standing body, standing, body water, water"
img_01713,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0614.jpg,College,trips,dandeli (11 sep 25),a man standing in front of a lake with a boat,"standing lake, lake boat, man standing, lake, boat"
img_01714,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0729.jpg,College,trips,dandeli (11 sep 25),a man and a woman are in a pool of water,"woman pool, pool water, pool, man woman, water"
img_01715,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0730.jpg,College,trips,dandeli (11 sep 25),two young men are playing in a swimming pool,"men playing, swimming pool, young men, playing swimming, pool"
img_01716,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0731.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01717,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0734.jpg,College,trips,dandeli (11 sep 25),a man and a woman standing in a pool of water,"standing pool, pool water, pool, man woman, woman standing"
img_01718,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0735.jpg,College,trips,dandeli (11 sep 25),three young men posing for a picture in front of a pool,"men posing, picture pool, young men, pool, posing"
img_01719,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0737.jpg,College,trips,dandeli (11 sep 25),three people on a surfboard in the water,"people surfboard, surfboard water, surfboard, people, water"
img_01720,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0741.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01721,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0742.jpg,College,trips,dandeli (11 sep 25),a man and a woman on a surfboard in a pool,"surfboard pool, woman surfboard, surfboard, pool, man woman"
img_01722,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0744.jpg,College,trips,dandeli (11 sep 25),a man and a woman are in a swimming pool,"swimming pool, pool, woman swimming, swimming, man woman"
img_01723,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0745.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01724,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0750.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01725,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0752.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01726,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0753.jpg,College,trips,dandeli (11 sep 25),three people in a swimming pool with their arms around each other,"people swimming, pool arms, swimming pool, pool, swimming"
img_01727,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0754.jpg,College,trips,dandeli (11 sep 25),three young men are posing for a picture in a pool,"men posing, picture pool, young men, pool, posing"
img_01728,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0755.jpg,College,trips,dandeli (11 sep 25),a man and a woman standing on a surfboard in a pool,"surfboard pool, standing surfboard, surfboard, pool, man woman"
img_01729,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0760.jpg,College,trips,dandeli (11 sep 25),a man and a woman playing in a swimming pool,"playing swimming, swimming pool, pool, swimming, man woman"
img_01730,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0763.jpg,College,trips,dandeli (11 sep 25),a man and a woman playing in a pool together,"playing pool, pool, woman playing, man woman, woman"
img_01731,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0764.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01732,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0765.jpg,College,trips,dandeli (11 sep 25),a man and a boy are in the pool together,"boy pool, pool, man boy, boy, man"
img_01733,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0766.jpg,College,trips,dandeli (11 sep 25),a table topped with plates filled with food,"topped plates, table topped, plates filled, filled food, plates"
img_01734,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0767.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01735,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG-20250914-WA0768.jpg,College,trips,dandeli (11 sep 25),a man and a woman in a swimming pool,"swimming pool, pool, woman swimming, man woman, swimming"
img_01736,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911184257.jpg,College,trips,dandeli (11 sep 25),a man in a white shirt is looking out the window,"looking window, man white, white shirt, window, shirt looking"
img_01737,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911184307.jpg,College,trips,dandeli (11 sep 25),a man with a beard standing in front of a counter,"beard standing, standing counter, man beard, beard, counter"
img_01738,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911185723.jpg,College,trips,dandeli (11 sep 25),two men sitting at a table with plates of food,"plates food, men sitting, table plates, sitting table, plates"
img_01739,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911205721.jpg,College,trips,dandeli (11 sep 25),a man in a blue shirt is looking at his cell phone,"man blue, blue shirt, cell phone, shirt looking, looking cell"
img_01740,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911205727.jpg,College,trips,dandeli (11 sep 25),a man holding a cell phone up to his ear,"phone ear, cell phone, man holding, ear, holding cell"
img_01741,D:\Personal\PHOTOS\College\Trips\Dandeli (11 Sep 25)\IMG20250911205730.jpg,College,trips,dandeli (11 sep 25),a man holding a cell phone in his hand,"phone hand, man holding, cell phone, holding cell, hand"
